TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW
37,2023-12-01 03:41:00,67,194,125.0,13260,0,0,0,0,1,1.0,125.0,1.0,125.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2023-12-01 03:41:32,454,454,21.37,13292,0,0,0,0,1,1.0,21.37,1.0,21.37,1.0,21.37,0.0,0.0,0.0,0.0,0.0,0.0
39,2023-12-01 03:42:06,98,374,1.71,13326,0,0,0,0,1,1.0,1.71,1.0,1.71,1.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0
40,2023-12-01 03:44:19,111,3,63.71,13459,0,0,0,0,1,1.0,63.71,1.0,63.71,1.0,63.71,0.0,0.0,0.0,0.0,0.0,0.0
41,2023-12-01 03:46:29,380,124,73.0,13589,0,0,0,0,1,1.0,73.0,1.0,73.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2023-12-01 03:49:27,423,35,15.74,13767,0,0,0,0,1,2.0,23.015,2.0,23.015,2.0,23.015,0.0,0.0,0.0,0.0,0.0,0.0
43,2023-12-01 03:51:40,204,298,101.18,13900,0,0,0,0,1,2.0,87.31,2.0,87.31,2.0,87.31,0.0,0.0,0.0,0.0,0.0,0.0
44,2023-12-01 03:56:21,200,7,85.63,14181,0,0,0,0,1,1.0,85.63,1.0,85.63,1.0,85.63,0.0,0.0,0.0,0.0,0.0,0.0
45,2023-12-01 03:56:36,356,473,34.76,14196,0,0,0,0,1,1.0,34.76,1.0,34.76,1.0,34.76,0.0,0.0,0.0,0.0,0.0,0.0
46,2023-12-01 03:58:06,284,56,39.33,14286,0,0,0,0,1,1.0,39.33,1.0,39.33,1.0,39.33,0.0,0.0,0.0,0.0,0.0,0.0
47,2023-12-01 03:59:09,395,150,45.94,14349,0,0,0,0,1,1.0,45.94,1.0,45.94,1.0,45.94,0.0,0.0,0.0,0.0,0.0,0.0
48,2023-12-01 03:59:19,161,325,76.2,14359,0,0,0,0,1,1.0,76.2,1.0,76.2,1.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0
49,2023-12-01 04:00:12,38,429,11.13,14412,0,0,0,0,1,1.0,11.13,1.0,11.13,1.0,11.13,0.0,0.0,0.0,0.0,0.0,0.0
50,2023-12-01 04:00:50,495,56,43.42,14450,0,0,0,0,1,1.0,43.42,1.0,43.42,1.0,43.42,0.0,0.0,0.0,0.0,0.0,0.0
51,2023-12-01 04:00:55,440,42,13.16,14455,0,0,0,0,1,1.0,13.16,1.0,13.16,1.0,13.16,0.0,0.0,0.0,0.0,0.0,0.0
52,2023-12-01 04:06:08,35,406,65.09,14768,0,0,0,0,1,1.0,65.09,1.0,65.09,1.0,65.09,0.0,0.0,0.0,0.0,0.0,0.0
53,2023-12-01 04:08:36,382,283,5.05,14916,0,0,0,0,1,2.0,10.2,2.0,10.2,2.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0
54,2023-12-01 04:10:20,471,35,5.1,15020,0,0,0,0,1,1.0,5.1,1.0,5.1,1.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0
55,2023-12-01 04:10:58,131,474,46.95,15058,0,0,0,0,1,1.0,46.95,1.0,46.95,1.0,46.95,0.0,0.0,0.0,0.0,0.0,0.0
56,2023-12-01 04:11:30,247,332,10.8,15090,0,0,0,0,1,1.0,10.8,1.0,10.8,1.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0
57,2023-12-01 04:17:19,476,241,41.69,15439,0,0,0,0,1,1.0,41.69,1.0,41.69,1.0,41.69,0.0,0.0,0.0,0.0,0.0,0.0
58,2023-12-01 04:18:34,356,473,124.43,15514,0,0,0,0,1,2.0,79.595,2.0,79.595,2.0,79.595,0.0,0.0,0.0,0.0,0.0,0.0
59,2023-12-01 04:19:34,183,47,64.92,15574,0,0,0,0,1,2.0,52.11,2.0,52.11,2.0,52.11,0.0,0.0,0.0,0.0,0.0,0.0
60,2023-12-01 04:20:48,36,175,16.18,15648,0,0,0,0,1,2.0,14.27,2.0,14.27,2.0,14.27,0.0,0.0,0.0,0.0,0.0,0.0
61,2023-12-01 04:21:55,186,437,53.31,15715,0,0,0,0,1,1.0,53.31,1.0,53.31,1.0,53.31,0.0,0.0,0.0,0.0,0.0,0.0
62,2023-12-01 04:22:03,410,138,80.97,15723,0,0,0,0,1,1.0,80.97,1.0,80.97,1.0,80.97,0.0,0.0,0.0,0.0,0.0,0.0
63,2023-12-01 04:22:37,162,363,54.81,15757,0,0,0,0,1,1.0,54.81,1.0,54.81,1.0,54.81,0.0,0.0,0.0,0.0,0.0,0.0
64,2023-12-01 04:24:01,318,442,61.42,15841,0,0,0,0,1,1.0,61.42,1.0,61.42,1.0,61.42,0.0,0.0,0.0,0.0,0.0,0.0
65,2023-12-01 04:24:09,388,373,22.04,15849,0,0,0,0,1,1.0,22.04,1.0,22.04,1.0,22.04,0.0,0.0,0.0,0.0,0.0,0.0
66,2023-12-01 04:26:13,148,367,42.91,15973,0,0,0,0,1,1.0,42.91,1.0,42.91,1.0,42.91,0.0,0.0,0.0,0.0,0.0,0.0
67,2023-12-01 04:27:51,424,331,4.3,16071,0,0,0,0,1,1.0,4.3,1.0,4.3,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
68,2023-12-01 04:31:00,28,88,84.23,16260,0,0,0,0,1,1.0,84.23,1.0,84.23,1.0,84.23,0.0,0.0,0.0,0.0,0.0,0.0
69,2023-12-01 04:34:01,255,403,67.37,16441,0,0,0,0,1,1.0,67.37,1.0,67.37,1.0,67.37,0.0,0.0,0.0,0.0,0.0,0.0
70,2023-12-01 04:34:54,322,466,41.56,16494,0,0,0,0,1,1.0,41.56,1.0,41.56,1.0,41.56,0.0,0.0,0.0,0.0,0.0,0.0
71,2023-12-01 04:37:03,69,200,60.86,16623,0,0,0,0,1,1.0,60.86,1.0,60.86,1.0,60.86,0.0,0.0,0.0,0.0,0.0,0.0
72,2023-12-01 04:40:02,120,466,23.42,16802,0,0,0,0,1,1.0,23.42,1.0,23.42,1.0,23.42,0.0,0.0,0.0,0.0,0.0,0.0
73,2023-12-01 04:43:00,139,445,70.87,16980,0,0,0,0,1,2.0,95.125,2.0,95.125,2.0,95.125,0.0,0.0,0.0,0.0,0.0,0.0
74,2023-12-01 04:43:14,303,167,55.83,16994,0,0,0,0,1,1.0,55.83,1.0,55.83,1.0,55.83,0.0,0.0,0.0,0.0,0.0,0.0
75,2023-12-01 04:47:00,349,456,129.55,17220,0,0,0,0,1,1.0,129.55,1.0,129.55,1.0,129.55,0.0,0.0,0.0,0.0,0.0,0.0
76,2023-12-01 04:47:24,157,388,14.93,17244,0,0,0,0,1,1.0,14.93,1.0,14.93,1.0,14.93,0.0,0.0,0.0,0.0,0.0,0.0
77,2023-12-01 04:49:17,167,173,24.29,17357,0,0,0,0,1,1.0,24.29,1.0,24.29,1.0,24.29,0.0,0.0,0.0,0.0,0.0,0.0
78,2023-12-01 04:49:26,67,83,72.81,17366,0,0,0,0,1,2.0,98.905,2.0,98.905,2.0,98.905,0.0,0.0,0.0,0.0,0.0,0.0
79,2023-12-01 04:51:07,212,321,58.71,17467,0,0,0,0,1,1.0,58.71,1.0,58.71,1.0,58.71,0.0,0.0,0.0,0.0,0.0,0.0
80,2023-12-01 04:54:55,140,28,116.7,17695,0,0,0,0,1,1.0,116.7,1.0,116.7,1.0,116.7,0.0,0.0,0.0,0.0,0.0,0.0
81,2023-12-01 04:57:04,390,282,10.27,17824,0,0,0,0,1,1.0,10.27,1.0,10.27,1.0,10.27,0.0,0.0,0.0,0.0,0.0,0.0
82,2023-12-01 05:04:21,25,411,11.32,18261,0,0,0,0,1,1.0,11.32,1.0,11.32,1.0,11.32,0.0,0.0,0.0,0.0,0.0,0.0
83,2023-12-01 05:05:03,22,99,19.85,18303,0,0,0,0,1,1.0,19.85,1.0,19.85,1.0,19.85,0.0,0.0,0.0,0.0,0.0,0.0
84,2023-12-01 05:10:17,354,106,9.21,18617,0,0,0,0,1,3.0,19.55333333333333,3.0,19.55333333333333,3.0,19.55333333333333,0.0,0.0,0.0,0.0,0.0,0.0
85,2023-12-01 05:12:10,412,317,31.76,18730,0,0,0,0,1,1.0,31.76,1.0,31.76,1.0,31.76,0.0,0.0,0.0,0.0,0.0,0.0
86,2023-12-01 05:14:01,318,442,151.11,18841,0,0,0,0,1,2.0,106.26500000000001,2.0,106.26500000000001,2.0,106.26500000000001,0.0,0.0,0.0,0.0,0.0,0.0
87,2023-12-01 05:15:50,329,226,48.95,18950,0,0,0,0,1,1.0,48.95,1.0,48.95,1.0,48.95,0.0,0.0,0.0,0.0,0.0,0.0
88,2023-12-01 05:20:20,312,447,67.41,19220,0,0,0,0,1,1.0,67.41,1.0,67.41,1.0,67.41,0.0,0.0,0.0,0.0,0.0,0.0
89,2023-12-01 05:22:02,81,355,107.43,19322,0,0,0,0,1,2.0,95.71000000000001,2.0,95.71000000000001,2.0,95.71000000000001,0.0,0.0,0.0,0.0,0.0,0.0
90,2023-12-01 05:22:31,493,375,3.04,19351,0,0,0,0,1,1.0,3.04,1.0,3.04,1.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
91,2023-12-01 05:22:46,152,483,20.26,19366,0,0,0,0,1,1.0,20.26,1.0,20.26,1.0,20.26,0.0,0.0,0.0,0.0,0.0,0.0
92,2023-12-01 05:24:21,383,218,40.85,19461,0,0,0,0,1,1.0,40.85,1.0,40.85,1.0,40.85,0.0,0.0,0.0,0.0,0.0,0.0
93,2023-12-01 05:24:27,98,374,1.0,19467,0,0,0,0,1,2.0,1.355,2.0,1.355,2.0,1.355,0.0,0.0,0.0,0.0,0.0,0.0
94,2023-12-01 05:24:52,271,393,13.55,19492,0,0,0,0,1,1.0,13.55,1.0,13.55,1.0,13.55,0.0,0.0,0.0,0.0,0.0,0.0
95,2023-12-01 05:25:26,462,418,20.98,19526,0,0,0,0,1,1.0,20.98,1.0,20.98,1.0,20.98,0.0,0.0,0.0,0.0,0.0,0.0
96,2023-12-01 05:27:57,213,7,183.17,19677,0,0,0,0,1,1.0,183.17,1.0,183.17,1.0,183.17,0.0,0.0,0.0,0.0,0.0,0.0
97,2023-12-01 05:28:34,255,225,52.18,19714,0,0,0,0,1,2.0,59.775000000000006,2.0,59.775000000000006,2.0,59.775000000000006,0.0,0.0,0.0,0.0,0.0,0.0
98,2023-12-01 05:29:59,144,14,71.77,19799,0,0,0,0,1,1.0,71.77,1.0,71.77,1.0,71.77,0.0,0.0,0.0,0.0,0.0,0.0
99,2023-12-01 05:31:21,122,34,52.13,19881,0,0,0,0,1,1.0,52.13,1.0,52.13,1.0,52.13,0.0,0.0,0.0,0.0,0.0,0.0
100,2023-12-01 05:34:23,4,372,92.78,20063,0,0,0,0,1,1.0,92.78,1.0,92.78,1.0,92.78,0.0,0.0,0.0,0.0,0.0,0.0
101,2023-12-01 05:35:24,488,46,21.67,20124,0,0,0,0,1,1.0,21.67,1.0,21.67,1.0,21.67,0.0,0.0,0.0,0.0,0.0,0.0
102,2023-12-01 05:35:26,155,354,63.52,20126,0,0,0,0,1,1.0,63.52,1.0,63.52,1.0,63.52,0.0,0.0,0.0,0.0,0.0,0.0
103,2023-12-01 05:36:35,64,128,202.06,20195,0,0,0,0,1,1.0,202.06,1.0,202.06,1.0,202.06,0.0,0.0,0.0,0.0,0.0,0.0
104,2023-12-01 05:37:16,437,231,95.42,20236,0,0,0,0,1,1.0,95.42,1.0,95.42,1.0,95.42,0.0,0.0,0.0,0.0,0.0,0.0
105,2023-12-01 05:37:44,477,425,15.14,20264,0,0,0,0,1,1.0,15.14,1.0,15.14,1.0,15.14,0.0,0.0,0.0,0.0,0.0,0.0
106,2023-12-01 05:38:09,81,445,74.98,20289,0,0,0,0,1,3.0,88.8,3.0,88.8,3.0,88.8,0.0,0.0,0.0,0.0,0.0,0.0
107,2023-12-01 05:39:05,452,197,67.81,20345,0,0,0,0,1,1.0,67.81,1.0,67.81,1.0,67.81,0.0,0.0,0.0,0.0,0.0,0.0
108,2023-12-01 05:39:13,134,241,48.95,20353,0,0,0,0,1,1.0,48.95,1.0,48.95,1.0,48.95,0.0,0.0,0.0,0.0,0.0,0.0
109,2023-12-01 05:39:28,188,100,53.29,20368,0,0,0,0,1,1.0,53.29,1.0,53.29,1.0,53.29,0.0,0.0,0.0,0.0,0.0,0.0
110,2023-12-01 05:42:54,183,47,71.08,20574,0,0,0,0,1,3.0,58.43333333333334,3.0,58.43333333333334,3.0,58.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0
111,2023-12-01 05:44:42,333,447,18.6,20682,0,0,0,0,1,1.0,18.6,1.0,18.6,1.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0
112,2023-12-01 05:44:48,301,351,76.03,20688,0,0,0,0,1,1.0,76.03,1.0,76.03,1.0,76.03,0.0,0.0,0.0,0.0,0.0,0.0
113,2023-12-01 05:46:20,497,401,20.09,20780,0,0,0,0,1,2.0,24.525,2.0,24.525,2.0,24.525,0.0,0.0,0.0,0.0,0.0,0.0
114,2023-12-01 05:48:31,206,302,30.82,20911,0,0,0,0,1,1.0,30.82,1.0,30.82,1.0,30.82,0.0,0.0,0.0,0.0,0.0,0.0
115,2023-12-01 05:48:39,400,235,26.82,20919,0,0,0,0,1,1.0,26.82,1.0,26.82,1.0,26.82,0.0,0.0,0.0,0.0,0.0,0.0
116,2023-12-01 05:51:21,1,431,8.04,21081,0,0,0,0,1,1.0,8.04,1.0,8.04,1.0,8.04,0.0,0.0,0.0,0.0,0.0,0.0
117,2023-12-01 05:52:07,134,241,69.6,21127,0,0,0,0,1,2.0,59.275,2.0,59.275,2.0,59.275,0.0,0.0,0.0,0.0,0.0,0.0
118,2023-12-01 05:52:41,447,407,106.35,21161,0,0,0,0,1,3.0,97.41666666666667,3.0,97.41666666666667,3.0,97.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0
119,2023-12-01 05:54:41,356,176,60.93,21281,0,0,0,0,1,3.0,73.37333333333333,3.0,73.37333333333333,3.0,73.37333333333333,0.0,0.0,0.0,0.0,0.0,0.0
120,2023-12-01 05:56:18,186,426,45.49,21378,0,0,0,0,1,2.0,49.400000000000006,2.0,49.400000000000006,2.0,49.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0
121,2023-12-01 05:57:53,332,451,29.44,21473,0,0,0,0,1,1.0,29.44,1.0,29.44,1.0,29.44,0.0,0.0,0.0,0.0,0.0,0.0
122,2023-12-01 05:58:33,349,259,106.9,21513,0,0,0,0,1,2.0,118.22500000000001,2.0,118.22500000000001,2.0,118.22500000000001,0.0,0.0,0.0,0.0,0.0,0.0
123,2023-12-01 05:58:56,302,230,9.51,21536,0,0,0,0,1,1.0,9.51,1.0,9.51,1.0,9.51,0.0,0.0,0.0,0.0,0.0,0.0
124,2023-12-01 05:59:48,83,25,81.39,21588,0,0,0,0,1,1.0,81.39,1.0,81.39,1.0,81.39,0.0,0.0,0.0,0.0,0.0,0.0
125,2023-12-01 06:03:34,467,484,141.51,21814,0,0,0,0,1,1.0,141.51,1.0,141.51,1.0,141.51,0.0,0.0,0.0,0.0,0.0,0.0
126,2023-12-01 06:04:32,283,447,80.67,21872,0,0,0,0,1,1.0,80.67,1.0,80.67,1.0,80.67,0.0,0.0,0.0,0.0,0.0,0.0
127,2023-12-01 06:05:30,369,184,40.76,21930,0,0,0,0,1,1.0,40.76,1.0,40.76,1.0,40.76,0.0,0.0,0.0,0.0,0.0,0.0
128,2023-12-01 06:05:50,369,258,75.23,21950,0,0,0,0,1,2.0,57.995000000000005,2.0,57.995000000000005,2.0,57.995000000000005,0.0,0.0,0.0,0.0,0.0,0.0
129,2023-12-01 06:07:01,428,372,18.17,22021,0,0,0,0,1,1.0,18.17,1.0,18.17,1.0,18.17,0.0,0.0,0.0,0.0,0.0,0.0
130,2023-12-01 06:09:35,134,241,61.88,22175,0,0,0,0,1,3.0,60.14333333333334,3.0,60.14333333333334,3.0,60.14333333333334,0.0,0.0,0.0,0.0,0.0,0.0
131,2023-12-01 06:11:21,162,363,27.48,22281,0,0,0,0,1,2.0,41.145,2.0,41.145,2.0,41.145,0.0,0.0,0.0,0.0,0.0,0.0
132,2023-12-01 06:11:25,130,424,8.48,22285,0,0,0,0,1,1.0,8.48,1.0,8.48,1.0,8.48,0.0,0.0,0.0,0.0,0.0,0.0
133,2023-12-01 06:12:17,213,25,77.05,22337,0,0,0,0,1,2.0,130.10999999999999,2.0,130.10999999999999,2.0,130.10999999999999,0.0,0.0,0.0,0.0,0.0,0.0
134,2023-12-01 06:14:07,56,302,91.18,22447,0,0,0,0,1,1.0,91.18,1.0,91.18,1.0,91.18,0.0,0.0,0.0,0.0,0.0,0.0
135,2023-12-01 06:15:10,80,180,13.67,22510,0,0,0,0,1,1.0,13.67,1.0,13.67,1.0,13.67,0.0,0.0,0.0,0.0,0.0,0.0
136,2023-12-01 06:15:46,410,418,54.62,22546,0,0,0,0,1,2.0,67.795,2.0,67.795,2.0,67.795,0.0,0.0,0.0,0.0,0.0,0.0
137,2023-12-01 06:15:53,204,138,91.29,22553,0,0,0,0,1,3.0,88.63666666666667,3.0,88.63666666666667,3.0,88.63666666666667,0.0,0.0,0.0,0.0,0.0,0.0
138,2023-12-01 06:17:09,276,200,54.71,22629,0,0,0,0,1,1.0,54.71,1.0,54.71,1.0,54.71,0.0,0.0,0.0,0.0,0.0,0.0
139,2023-12-01 06:17:41,108,489,60.15,22661,0,0,0,0,1,1.0,60.15,1.0,60.15,1.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0
140,2023-12-01 06:17:42,194,236,6.66,22662,0,0,0,0,1,1.0,6.66,1.0,6.66,1.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0
141,2023-12-01 06:17:45,209,218,49.82,22665,0,0,0,0,1,1.0,49.82,1.0,49.82,1.0,49.82,0.0,0.0,0.0,0.0,0.0,0.0
142,2023-12-01 06:24:01,209,218,1.73,23041,0,0,0,0,1,2.0,25.775,2.0,25.775,2.0,25.775,0.0,0.0,0.0,0.0,0.0,0.0
143,2023-12-01 06:24:11,423,35,18.33,23051,0,0,0,0,1,3.0,21.453333333333333,3.0,21.453333333333333,3.0,21.453333333333333,0.0,0.0,0.0,0.0,0.0,0.0
144,2023-12-01 06:24:15,139,138,37.24,23055,0,0,0,0,1,3.0,75.83,3.0,75.83,3.0,75.83,0.0,0.0,0.0,0.0,0.0,0.0
145,2023-12-01 06:24:17,376,428,133.32,23057,0,0,0,0,1,1.0,133.32,1.0,133.32,1.0,133.32,0.0,0.0,0.0,0.0,0.0,0.0
146,2023-12-01 06:28:24,444,319,8.45,23304,0,0,0,0,1,1.0,8.45,1.0,8.45,1.0,8.45,0.0,0.0,0.0,0.0,0.0,0.0
147,2023-12-01 06:28:58,376,428,128.74,23338,0,0,0,0,1,2.0,131.03,2.0,131.03,2.0,131.03,0.0,0.0,0.0,0.0,0.0,0.0
148,2023-12-01 06:30:33,149,102,63.51,23433,0,0,0,0,1,1.0,63.51,1.0,63.51,1.0,63.51,0.0,0.0,0.0,0.0,0.0,0.0
149,2023-12-01 06:30:52,226,140,25.85,23452,0,0,0,0,1,1.0,25.85,1.0,25.85,1.0,25.85,0.0,0.0,0.0,0.0,0.0,0.0
150,2023-12-01 06:31:20,472,489,48.56,23480,0,0,0,0,1,1.0,48.56,1.0,48.56,1.0,48.56,0.0,0.0,0.0,0.0,0.0,0.0
151,2023-12-01 06:31:49,83,25,37.92,23509,0,0,0,0,1,2.0,59.655,2.0,59.655,2.0,59.655,0.0,0.0,0.0,0.0,0.0,0.0
152,2023-12-01 06:33:41,169,383,5.37,23621,0,0,0,0,1,1.0,5.37,1.0,5.37,1.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0
